split,scenario_id,net_id,demand_node,truth,sigma,pred_surrogate_ensemble,pred_surrogate_single,pred_mlp_no_message_passing,pred_tabular_gbt,pred_tabular_gbt_l1,pred_tabular_ridge,pred_retrieval_knn,pred_topology_heuristic,pred_constant_zero,pred_constant_train_mean
train,695,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0,0,0,0,0.0101512,0,0.0127829
train,695,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,3.59016e-05,0,0.0101512,0,0.0127829
train,695,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0,0,0.0170729,0,0.0101512,0,0.0127829
train,695,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0,0,0.0275986,0,0.0101512,0,0.0127829
train,697,2,46,0.660511,0.353205,0.185913,0.230161,0.00539683,0.402675,0,0.0836382,0.660509,0.0404388,0,0.0127829
train,697,2,47,0,0.0270155,0.00381831,0.00333105,0.00539039,0,0,0.0306532,0,0.0404388,0,0.0127829
train,697,2,48,0,0.0280304,0.00381533,0.00337131,0.00539248,0.0219623,0,0.0643001,3.71936e-07,0.0404388,0,0.0127829
train,697,2,49,0,0.0270553,0.00378741,0.00331739,0.00539185,0,0,0.0383322,0,0.0404388,0,0.0127829
train,697,2,50,0,0.0270239,0.00381494,0.00332642,0.00539025,0,0,0.029296,0,0.0404388,0,0.0127829
train,697,2,51,0,0.213173,0.0597401,0.060519,0.0133264,0.00490425,0,0.105331,0,0.0404388,0,0.0127829
train,697,2,52,0,0.0278389,0.0037925,0.00329258,0.00539172,0.0159251,0,0.0603456,2.38848e-07,0.0404388,0,0.0127829
train,697,2,53,0,0.101313,0.0138914,0.0104505,0.00539388,0.158975,0,0.0708714,5.23934e-07,0.0404388,0,0.0127829
train,698,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.01724,0,0.0155288,0,0.00890164,0,0.0127829
train,698,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0,0,0,0,0.00890164,0,0.0127829
train,698,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0,0,0.00890164,0,0.0127829
train,698,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0.00890164,0,0.0127829
train,698,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0,0,0,0,0.00890164,0,0.0127829
train,698,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,0,0,0.00890164,0,0.0127829
train,698,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0,0,0,0,0.00890164,0,0.0127829
train,698,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0,0,0.0027619,0,0.00890164,0,0.0127829
train,700,2,46,0,0.082906,0.0101022,0.00964753,0.00539683,0.0232803,0,0.0423732,0,0.0045261,0,0.0127829
train,700,2,47,0,0.0268834,0.00372278,0.003324,0.00539039,0,0,0,0,0.0045261,0,0.0127829
train,700,2,48,0,0.0279556,0.00380397,0.00337163,0.00539248,0,0,0.023035,0,0.0045261,0,0.0127829
train,700,2,49,0,0.0268264,0.00371296,0.00329135,0.00539185,0.000420328,0,0,0,0.0045261,0,0.0127829
train,700,2,50,0,0.0268887,0.00372334,0.00332581,0.00539025,0,0,0,0,0.0045261,0,0.0127829
train,700,2,51,0,0.0268464,0.00371752,0.00330618,0.00539109,0,0,0.00204362,0,0.0045261,0,0.0127829
train,700,2,52,0,0.0275262,0.0037611,0.00329069,0.00539172,0,0,0.0190806,0,0.0045261,0,0.0127829
train,700,2,53,0,0.0667648,0.00757931,0.00664685,0.00539388,0.00163851,0,0.0296063,0,0.0045261,0,0.0127829
train,701,2,46,0,0.0863219,0.0113925,0.010297,0.0135217,0.205983,0,0.126708,3.0003e-07,0.0342903,0,0.0127829
train,701,2,47,0,0.0268733,0.00373981,0.00332263,0.00539039,0.00425656,0,0.0183627,0,0.0342903,0,0.0127829
train,701,2,48,0,0.0279803,0.00380714,0.00337123,0.00539248,0.0135818,0,0.0520096,3.72807e-07,0.0342903,0,0.0127829
train,701,2,49,0,0.0269078,0.0037407,0.00329594,0.00539185,0.00486256,0,0.0260417,0.000291907,0.0342903,0,0.0127829
train,701,2,50,0,0.0268795,0.00373947,0.00332557,0.00539025,0.00402738,0,0.0170055,0,0.0342903,0,0.0127829
train,701,2,51,0,0.0268447,0.00372217,0.00330499,0.00539109,0.00549503,0,0.0310181,0,0.0342903,0,0.0127829
train,701,2,52,0,0.147589,0.0269011,0.0256933,0.0134788,0,0,0.103415,3.06291e-07,0.0342903,0,0.0127829
train,701,2,53,0.342785,0.17738,0.0433014,0.0499894,0.00539388,0.230618,0,0.0585809,0.341235,0.0342903,0,0.0127829
train,705,2,46,0,0.0829002,0.0101017,0.00965059,0.00539683,0.0134959,0,0.0285734,0.000233359,0.0123275,0,0.0127829
train,705,2,47,0,0.0268834,0.00372278,0.00332401,0.00539039,0,0,0,0,0.0123275,0,0.0127829
train,705,2,48,0,0.0279556,0.00380393,0.00337161,0.00539248,0,0,0.00923528,0,0.0123275,0,0.0127829
train,705,2,49,0,0.0268264,0.00371296,0.00329136,0.00539185,0,0,0,0,0.0123275,0,0.0127829
train,705,2,50,0,0.0268887,0.00372334,0.00332581,0.00539025,0,0,0,0,0.0123275,0,0.0127829
train,705,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,0,0,0.0123275,0,0.0127829
train,705,2,52,0,0.0275261,0.0037611,0.00329069,0.00539172,0.000336711,0,0.00528081,0,0.0123275,0,0.0127829
train,705,2,53,0,0.066765,0.00757933,0.00664703,0.00539388,0.00797481,0,0.0158066,0,0.0123275,0,0.0127829
train,708,2,46,0,0.0832902,0.0101544,0.00971752,0.00539683,0.00042692,0,0.0448153,0,0,0,0.0127829
train,708,2,47,0,0.040295,0.00493784,0.00512924,0.0106507,0.0221272,0,0.0397535,0,0.0268945,0,0.0127829
train,708,2,48,0,0.0311282,0.00426935,0.00385356,0.00539248,0,0,0.0254771,0,0.0268945,0,0.0127829
train,708,2,49,0,0.0268379,0.00371584,0.0032906,0.00539185,0.00306502,0,0,0,0.0268945,0,0.0127829
train,708,2,50,0,0.026868,0.00372753,0.00331521,0.00539025,0,0,0,0,0.0268945,0,0.0127829
train,708,2,51,0,0.0268487,0.00373936,0.00331361,0.00539109,0,0,0.00448568,0,0.0268945,0,0.0127829
train,708,2,52,0,0.0299162,0.00411077,0.00361116,0.00539172,0,0,0.0215226,0,0.0268945,0,0.0127829
train,708,2,53,0,0.112818,0.0182599,0.0308394,0.00539388,0,0,0.0320484,0,0.0268945,0,0.0127829
train,710,2,46,0.298901,0.190202,0.0509278,0.103943,0.00539683,0.249376,0,0.0565255,0.295602,0.027849,0,0.0127829
train,710,2,47,0,0.0268724,0.00374124,0.00332461,0.00539039,0,0,0.00354042,0,0.027849,0,0.0127829
train,710,2,48,0,0.148453,0.0271268,0.0243524,0.0133634,0.0118842,0,0.0577158,0,0.027849,0,0.0127829
train,710,2,49,0,0.0817775,0.0110357,0.00752639,0.0131699,0.00138253,0,0.0317479,0,0.027849,0,0.0127829
train,710,2,50,0,0.026879,0.00374085,0.00332443,0.00539025,0,0,0.00218324,0,0.027849,0,0.0127829
train,710,2,51,0,0.0268495,0.00372345,0.00330691,0.00539109,0,0,0.0161959,0,0.027849,0,0.0127829
train,710,2,52,0,0.0276758,0.00377989,0.00329205,0.00539172,0,0,0.0332329,0,0.027849,0,0.0127829
train,710,2,53,0,0.078554,0.0091374,0.00731413,0.00539388,0.0675419,0,0.0437586,1.53694e-07,0.027849,0,0.0127829
train,712,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.00959102,0,0.0242035,0,0,0,0.0127829
train,712,2,47,0,0.0268834,0.00372278,0.00332399,0.00539039,0,0,0,0,0.00424259,0,0.0127829
train,712,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.00486533,0,0,0,0.0127829
train,712,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0.00424259,0,0.0127829
train,712,2,50,0,0.0268888,0.00372334,0.00332581,0.00539025,0,0,0,0,0.00424259,0,0.0127829
train,712,2,51,0,0.0268464,0.00371751,0.00330616,0.00539109,0,0,0,0,0.00424259,0,0.0127829
train,712,2,52,0,0.0275261,0.00376108,0.00329069,0.00539172,0.000787812,0,0.000910848,0,0.00424259,0,0.0127829
train,712,2,53,0,0.0667647,0.00757929,0.00664727,0.00539388,0,0,0.0114366,0,0.00424259,0,0.0127829
train,713,2,46,0.0694309,0.0841995,0.0102499,0.00963662,0.00539683,0.0646182,0,0.0338857,0.0687739,0.0100829,0,0.0127829
train,713,2,47,0,0.0268828,0.00372277,0.00332398,0.00539039,0,0,0,6.45975e-05,0.0100829,0,0.0127829
train,713,2,48,0,0.0279627,0.00380487,0.00337158,0.00539248,0.00262402,0,0.0145475,0.000184118,0.0100829,0,0.0127829
train,713,2,49,0,0.0268265,0.00371313,0.00329132,0.00539185,0,0,0,0,0.0100829,0,0.0127829
train,713,2,50,0,0.0268878,0.00372335,0.00332579,0.00539025,0,0,0,0,0.0100829,0,0.0127829
train,713,2,51,0,0.0268457,0.00371784,0.00330618,0.00539109,0,0,0,7.99449e-05,0.0100829,0,0.0127829
train,713,2,52,0,0.0275334,0.00376219,0.00329068,0.00539172,0.000483695,0,0.010593,9.69646e-05,0.0100829,0,0.0127829
train,713,2,53,0,0.0668504,0.00758905,0.00664717,0.00539388,0.00547995,0,0.0211188,0.000168695,0.0100829,0,0.0127829
train,717,2,46,0,0.0829028,0.010102,0.00965095,0.00539683,0.0201749,0,0.0407044,3.26639e-05,0.00688494,0,0.0127829
train,717,2,47,0,0.0268834,0.00372278,0.00332402,0.00539039,0,0,0,0,0.00688494,0,0.0127829
train,717,2,48,0,0.0279582,0.00380423,0.00337158,0.00539248,0.00123694,0,0.0213663,0,0.00688494,0,0.0127829
train,717,2,49,0,0.0268264,0.00371297,0.00329135,0.00539185,0,0,0,0,0.00688494,0,0.0127829
train,717,2,50,0,0.0268887,0.00372333,0.00332582,0.00539025,0,0,0,0,0.00688494,0,0.0127829
train,717,2,51,0,0.0268463,0.00371753,0.00330617,0.00539109,0,0,0.000374847,0,0.00688494,0,0.0127829
train,717,2,52,0,0.0275285,0.0037614,0.00329069,0.00539172,0.00017063,0,0.0174118,0,0.00688494,0,0.0127829
train,717,2,53,0,0.066792,0.00758241,0.00664883,0.00539388,0.0104916,0,0.0279376,8.67036e-05,0.00688494,0,0.0127829
train,719,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0,0,0.0253868,0,0.00524374,0,0.0127829
train,719,2,47,0,0.0268833,0.00372275,0.003324,0.00539039,0.000106045,0,0,0,0.00524374,0,0.0127829
train,719,2,48,0,0.0279626,0.00380479,0.00337158,0.00539248,0,0,0.00604868,0,0.00524374,0,0.0127829
train,719,2,49,0,0.0268263,0.00371295,0.00329134,0.00539185,0,0,0,0,0.00524374,0,0.0127829
train,719,2,50,0,0.0268887,0.00372331,0.00332582,0.00539025,0,0,0,0,0.00524374,0,0.0127829
train,719,2,51,0,0.0268462,0.00371754,0.00330618,0.00539109,0,0,0,0,0.00524374,0,0.0127829
train,719,2,52,0,0.0275322,0.00376188,0.00329069,0.00539172,0,0,0.0020942,0,0.00524374,0,0.0127829
train,719,2,53,0,0.066814,0.00758518,0.00664797,0.00539388,0.00144912,0,0.01262,0,0.00524374,0,0.0127829
train,720,2,46,0.238297,0.190186,0.0509214,0.103937,0.00539683,0.175837,0,0.054214,0.237227,0.027849,0,0.0127829
train,720,2,47,0,0.0268724,0.00374117,0.0033245,0.00539039,0,0,0.00122889,0,0.027849,0,0.0127829
train,720,2,48,0,0.148347,0.0270648,0.0248466,0.0133171,0,0,0.0300251,0,0.027849,0,0.0127829
train,720,2,49,0,0.0814442,0.0109365,0.00761866,0.0130975,0.00805532,0,0.00405727,0,0.027849,0,0.0127829
train,720,2,50,0,0.026879,0.00374079,0.00332432,0.00539025,0,0,0,0,0.027849,0,0.0127829
train,720,2,51,0,0.0268494,0.00372344,0.0033069,0.00539109,0.000215813,0,0.0138844,0,0.027849,0,0.0127829
train,720,2,52,0,0.0276745,0.00377975,0.00329204,0.00539172,0.000170618,0,0.0309213,0,0.027849,0,0.0127829
train,720,2,53,0,0.0784536,0.00912178,0.00730405,0.00539388,0.0145524,0,0.0414471,0,0.027849,0,0.0127829
train,723,2,46,0,0.0841327,0.0102746,0.00974302,0.00539683,0.0141379,0,0.069703,0,0.0307197,0,0.0127829
train,723,2,47,0,0.0695346,0.00924157,0.00575776,0.0131331,0.00310531,0,0.0150175,6.41473e-10,0.0307197,0,0.0127829
train,723,2,48,0,0.0621265,0.00841529,0.00395989,0.00539248,0,0,0.0503649,0,0.0307197,0,0.0127829
train,723,2,49,0,0.0268924,0.00373764,0.00329537,0.00539185,0,0,0.024397,0,0.0307197,0,0.0127829
train,723,2,50,0,0.0695582,0.00925545,0.00570786,0.0131556,0,0,0.0136603,6.15006e-10,0.0307197,0,0.0127829
train,723,2,51,0,0.0268942,0.0037604,0.00331493,0.00539109,0,0,0.0293734,0,0.0307197,0,0.0127829
train,723,2,52,0,0.0780024,0.0138388,0.00443781,0.00539172,0,0,0.0464104,0,0.0307197,0,0.0127829
train,723,2,53,0.00232054,0.173396,0.0379085,0.0363784,0.0133788,0.00118333,0,0.0552357,0.00232068,0.0307197,0,0.0127829
train,729,2,46,0.226997,0.188466,0.0497844,0.101501,0.00539683,0.113635,0,0.0512553,0.225485,0.027849,0,0.0127829
train,729,2,47,0,0.0268828,0.0037236,0.00332495,0.00539039,0.00404892,0,0,0.000150009,0.027849,0,0.0127829
train,729,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0.0134603,0,0.0319171,1.27822e-07,0,0,0.0127829
train,729,2,49,0,0.026829,0.0037147,0.0032903,0.00539185,0.00666854,0,0.00594928,0.000136651,0.027849,0,0.0127829
train,729,2,50,0,0.0268887,0.00372501,0.00332836,0.00539025,0.00275138,0,0,0.000141573,0.027849,0,0.0127829
train,729,2,51,0,0.0268463,0.00372096,0.00330695,0.00539109,0.00643149,0,0.0109257,0.000185489,0.027849,0,0.0127829
train,729,2,52,0,0.0275457,0.00376303,0.00329167,0.00539172,0.0076246,0,0.0279626,0.000224909,0.027849,0,0.0127829
train,729,2,53,0,0.0709513,0.00808415,0.00711266,0.00539388,0.0602421,0,0.0384884,0.000320094,0.027849,0,0.0127829
train,730,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.0204987,0,0.0420134,0.000308405,0,0,0.0127829
train,730,2,47,0,0.0268834,0.00372277,0.003324,0.00539039,0.00113127,0,0,0,0.0307576,0,0.0127829
train,730,2,48,0,0.0279583,0.00380423,0.00337158,0.00539248,0.000708859,0,0.0226752,0,0.0307576,0,0.0127829
train,730,2,49,0,0.0268264,0.00371296,0.00329134,0.00539185,0.00460878,0,0,0,0.0307576,0,0.0127829
train,730,2,50,0,0.0268887,0.00372333,0.00332582,0.00539025,0.000783089,0,0,0,0.0307576,0,0.0127829
train,730,2,51,0,0.0268463,0.00371752,0.00330617,0.00539109,0.000914598,0,0.00168381,0,0.0307576,0,0.0127829
train,730,2,52,0,0.0275285,0.00376142,0.00329069,0.00539172,0.00140561,0,0.0187208,0,0.0307576,0,0.0127829
train,730,2,53,0,0.0667969,0.00758296,0.00664918,0.00539388,0.02755,0,0.0292465,7.67945e-08,0.0307576,0,0.0127829
train,734,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0,0,0.017966,0,0.00448284,0,0.0127829
train,734,2,47,0,0.0268834,0.00372275,0.003324,0.00539039,0,0,0,0,0.00448284,0,0.0127829
train,734,2,48,0,0.0279622,0.00380474,0.00337159,0.00539248,0,0,0,0,0.00448284,0,0.0127829
train,734,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0.00448284,0,0.0127829
train,734,2,50,0,0.0268887,0.00372331,0.00332582,0.00539025,0,0,0,0,0.00448284,0,0.0127829
train,734,2,51,0,0.0268462,0.00371754,0.00330618,0.00539109,0,0,0,0,0.00448284,0,0.0127829
train,734,2,52,0,0.0275319,0.00376184,0.00329069,0.00539172,0,0,0,0,0.00448284,0,0.0127829
train,734,2,53,0,0.0668117,0.0075849,0.00664792,0.00539388,0.00286986,0,0.00519915,0,0.00448284,0,0.0127829
train,735,2,46,0,0.0829123,0.010103,0.00964965,0.00539683,0,0,0.0402104,0,0.0342903,0,0.0127829
train,735,2,47,0,0.0268834,0.00372278,0.003324,0.00539039,0,0,0,0,0.0342903,0,0.0127829
train,735,2,48,0,0.0279555,0.00380394,0.00337161,0.00539248,0,0,0.0208722,0,0.0342903,0,0.0127829
train,735,2,49,0,0.0268264,0.00371296,0.00329135,0.00539185,0.00370512,0,0,0,0.0342903,0,0.0127829
train,735,2,50,0,0.0268887,0.00372335,0.00332581,0.00539025,0,0,0,0,0.0342903,0,0.0127829
train,735,2,51,0,0.0268464,0.00371752,0.00330616,0.00539109,0,0,0,0,0.0342903,0,0.0127829
train,735,2,52,0,0.0275261,0.0037611,0.00329069,0.00539172,0,0,0.0169177,0,0.0342903,0,0.0127829
train,735,2,53,0,0.0667655,0.00757937,0.0066471,0.00539388,0,0,0.0274435,0,0.0342903,0,0.0127829
train,737,2,46,0,0.0829016,0.0101016,0.00964709,0.00539683,0.0181129,0,0.0389339,0,0.0101512,0,0.0127829
train,737,2,47,0,0.0268832,0.00372277,0.003324,0.00539039,0,0,0,0,0.0101512,0,0.0127829
train,737,2,48,0,0.0279611,0.00380466,0.0033716,0.00539248,0,0,0.0195957,0,0.0101512,0,0.0127829
train,737,2,49,0,0.0268264,0.00371298,0.00329135,0.00539185,0.000116991,0,0,0,0.0101512,0,0.0127829
train,737,2,50,0,0.0268885,0.00372332,0.0033258,0.00539025,0,0,0,0,0.0101512,0,0.0127829
train,737,2,51,0,0.0268462,0.00371756,0.00330616,0.00539109,0,0,0,0,0.0101512,0,0.0127829
train,737,2,52,0,0.0275318,0.00376197,0.00329069,0.00539172,0,0,0.0156412,0,0.0101512,0,0.0127829
train,737,2,53,0,0.0668352,0.00758713,0.00664703,0.00539388,0.000869919,0,0.026167,0,0.0101512,0,0.0127829
train,740,2,46,0.0846757,0.086534,0.0114859,0.0103152,0.0135663,0.196927,0,0.161422,0.0846759,0.0342903,0,0.0127829
train,740,2,47,0,0.0268731,0.00373986,0.00332253,0.00539039,0.00378556,0,0.0231742,0,0.0342903,0,0.0127829
train,740,2,48,0,0.0279807,0.00380719,0.00337122,0.00539248,0.0266394,0,0.0568211,3.81893e-07,0.0342903,0,0.0127829
train,740,2,49,0,0.0269093,0.00374094,0.00329602,0.00539185,0.00681326,0,0.0308533,0.000474529,0.0342903,0,0.0127829
train,740,2,50,0,0.0268792,0.00373953,0.00332547,0.00539025,0.00355637,0,0.021817,0,0.0342903,0,0.0127829
train,740,2,51,0,0.0268447,0.00372219,0.00330501,0.00539109,0.00501202,0,0.0358297,0,0.0342903,0,0.0127829
train,740,2,52,0,0.14906,0.0273556,0.025657,0.0135345,0,0,0.138129,0.00286666,0.0342903,0,0.0127829
train,740,2,53,0.465081,0.17751,0.0433503,0.0500232,0.00539388,0.27521,0,0.0633924,0.46508,0.0342903,0,0.0127829
train,741,2,46,0,0.0841867,0.0102482,0.00964002,0.00539683,0.0444664,0,0.0272357,0,0.00890164,0,0.0127829
train,741,2,47,0,0.026883,0.00372279,0.00332397,0.00539039,0,0,0,0,0.00890164,0,0.0127829
train,741,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.00789754,0,0.00890164,0,0.0127829
train,741,2,49,0,0.0268265,0.00371312,0.00329132,0.00539185,0,0,0,0,0.00890164,0,0.0127829
train,741,2,50,0,0.0268879,0.00372336,0.00332578,0.00539025,0,0,0,0,0.00890164,0,0.0127829
train,741,2,51,0,0.0268457,0.00371781,0.00330619,0.00539109,0,0,0,0,0.00890164,0,0.0127829
train,741,2,52,0,0.027527,0.00376136,0.00329069,0.00539172,0.000609241,0,0.00394306,0,0.00890164,0,0.0127829
train,741,2,53,0,0.066796,0.00758252,0.0066465,0.00539388,0.0130889,0,0.0144688,0,0.00890164,0,0.0127829
train,742,2,46,0,0.180032,0.0426716,0.080507,0.00539683,0.051265,0,0.047642,0,0.0404388,0,0.0127829
train,742,2,47,0,0.0268825,0.0037233,0.00332417,0.00539039,0,0,0,0,0.0404388,0,0.0127829
train,742,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.0283038,0,0,0,0.0127829
train,742,2,49,0,0.026829,0.00371458,0.00329039,0.00539185,0.00150809,0,0.00233601,0,0.0404388,0,0.0127829
train,742,2,50,0,0.0268874,0.00372415,0.00332613,0.00539025,0,0,0,0,0.0404388,0,0.0127829
train,742,2,51,0,0.0268463,0.00372048,0.00330581,0.00539109,0,0,0.00731241,0,0.0404388,0,0.0127829
train,742,2,52,0,0.0275497,0.00376312,0.0032907,0.00539172,0,0,0.0243494,0,0.0404388,0,0.0127829
train,742,2,53,0,0.0709813,0.00807555,0.00676218,0.00539388,0.000978107,0,0.0348751,0,0.0404388,0,0.0127829
train,745,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0,0,0.0303825,0,0.0300266,0,0.0127829
train,745,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0.00026195,0,0,0,0.0300266,0,0.0127829
train,745,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.0110444,0,0.0300266,0,0.0127829
train,745,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0.00391359,0,0,0,0.0300266,0,0.0127829
train,745,2,50,0,0.0268888,0.00372334,0.00332581,0.00539025,0,0,0,0,0.0300266,0,0.0127829
train,745,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,4.52775e-05,0,0,0,0.0300266,0,0.0127829
train,745,2,52,0,0.0275261,0.00376108,0.00329069,0.00539172,0,0,0.00708987,0,0.0300266,0,0.0127829
train,745,2,53,0,0.0667647,0.0075793,0.00664725,0.00539388,0.00139536,0,0.0176156,0,0.0300266,0,0.0127829
train,750,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.00250382,0,0.0201781,0,0,0,0.0127829
train,750,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0,0,0,0,0,0,0.0127829
train,750,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.000839951,0,0,0,0.0127829
train,750,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0,0,0.0127829
train,750,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0,0,0,0,0,0,0.0127829
train,750,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,0,0,0,0,0.0127829
train,750,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0,0,0,0,0,0,0.0127829
train,750,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0,0,0.00741124,0,0,0,0.0127829
train,753,2,46,0,0.0829185,0.0101039,0.00965246,0.00539683,0.0159635,0,0.0372349,0.000373654,0.0123275,0,0.0127829
train,753,2,47,0,0.0268834,0.00372278,0.00332401,0.00539039,0,0,0,0,0.0123275,0,0.0127829
train,753,2,48,0,0.0279556,0.00380396,0.00337161,0.00539248,0,0,0.0178967,0,0.0123275,0,0.0127829
train,753,2,49,0,0.0268264,0.00371297,0.00329136,0.00539185,0,0,0,0,0.0123275,0,0.0127829
train,753,2,50,0,0.0268887,0.00372335,0.00332581,0.00539025,0,0,0,0,0.0123275,0,0.0127829
train,753,2,51,0,0.0268464,0.00371752,0.00330617,0.00539109,0,0,0,0,0.0123275,0,0.0127829
train,753,2,52,0,0.0275261,0.0037611,0.00329069,0.00539172,0,0,0.0139422,0,0.0123275,0,0.0127829
train,753,2,53,0,0.0667654,0.00757936,0.00664705,0.00539388,0.0130871,0,0.024468,0,0.0123275,0,0.0127829
train,755,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.00196949,0,0.0100524,0,0.00704065,0,0.0127829
train,755,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0,0,0,0,0.00704065,0,0.0127829
train,755,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0,0,0.00704065,0,0.0127829
train,755,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0.00704065,0,0.0127829
train,755,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0,0,0,0,0.00704065,0,0.0127829
train,755,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,0,0,0.00704065,0,0.0127829
train,755,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0,0,0,0,0.00704065,0,0.0127829
train,755,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0,0,0,0,0.00704065,0,0.0127829
train,756,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.00726019,0,0.0292828,3.41188e-09,0,0,0.0127829
train,756,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0,0,0,0,0,0,0.0127829
train,756,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.00994462,0,0,0,0.0127829
train,756,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0,0,0.0127829
train,756,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0,0,0,0,0,0,0.0127829
train,756,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,0,0,0,0,0.0127829
train,756,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0,0,0.00599014,0,0,0,0.0127829
train,756,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0,0,0.0165159,0,0,0,0.0127829
train,760,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.0211293,0,0.0512809,0,0.0342903,0,0.0127829
train,760,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0.000831297,0,0,0,0.0342903,0,0.0127829
train,760,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.0319428,0,0.0342903,0,0.0127829
train,760,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0.00600053,0,0.00597493,0,0.0342903,0,0.0127829
train,760,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0.00134818,0,0,0,0.0342903,0,0.0127829
train,760,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0.000550033,0,0.0109513,0,0.0342903,0,0.0127829
train,760,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0.0012257,0,0.0279883,0,0.0342903,0,0.0127829
train,760,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0.0174833,0,0.0385141,0,0.0342903,0,0.0127829
train,761,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.0103274,0,0.0216262,0,0,0,0.0127829
train,761,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0,0,0,0,0,0,0.0127829
train,761,2,48,0,0.0279556,0.00380389,0.0033716,0.00539248,0,0,0.00228801,0,0,0,0.0127829
train,761,2,49,0,0.0268264,0.00371295,0.00329134,0.00539185,0,0,0,0,0,0,0.0127829
train,761,2,50,0,0.0268888,0.00372333,0.00332581,0.00539025,0,0,0,0,0,0,0.0127829
train,761,2,51,0,0.0268464,0.00371751,0.00330617,0.00539109,0,0,0,0,0,0,0.0127829
train,761,2,52,0,0.0275262,0.0037611,0.0032907,0.00539172,0,0,0,0,0,0,0.0127829
train,761,2,53,0,0.066765,0.00757933,0.00664704,0.00539388,0,0,0.0088593,0,0,0,0.0127829
train,766,2,46,0,0.0828854,0.0100996,0.00964442,0.00539683,0.00884679,0,0.0343602,0,0.0126739,0,0.0127829
train,766,2,47,0,0.0268834,0.00372277,0.00332399,0.00539039,0,0,0,0,0.0126739,0,0.0127829
