split,scenario_id,net_id,demand_node,truth,sigma,pred_surrogate_ensemble,pred_surrogate_single,pred_mlp_no_message_passing,pred_tabular_gbt,pred_tabular_ridge,pred_retrieval_knn,pred_topology_heuristic
val,31,1,18,0.175625,0.232661,0.0795491,0.0739291,0.0738824,0,0.170852,0.286374,2.20631
val,31,1,19,0.184168,0.232748,0.0796138,0.0740144,0.0738747,0,0.163979,0.287057,2.20631
val,31,1,20,0.0638287,0.231781,0.0780806,0.0713471,0.0740001,0,0.20297,0.19131,2.20631
val,31,1,21,0,0.231647,0.0787432,0.0725547,0.0740022,0,0.108578,0.211223,2.20631
val,32,1,18,0,0.231537,0.0780107,0.0712898,0.0740197,0,0,0,3.13296
val,32,1,19,0,0.231582,0.0780468,0.0713296,0.074006,0,0,0,3.13296
val,32,1,20,0,0.231647,0.078069,0.0713272,0.0740001,0,0,0,3.13296
val,32,1,21,0,0.231225,0.0778749,0.0712153,0.0742057,0,0,0,3.13296
val,33,1,18,0,0.231536,0.078011,0.0712897,0.0740197,0,0,0.00234249,3.39891
val,33,1,19,0,0.231581,0.0780469,0.0713293,0.074006,0,0,0.00147487,3.39891
val,33,1,20,0,0.231645,0.0780692,0.0713269,0.0740001,0,0,0.00147934,3.39891
val,33,1,21,0,0.231226,0.0778757,0.0712164,0.0742057,0,0,0,3.39891
val,60,2,18,0,0.231229,0.0778403,0.0712108,0.0742148,0,0.00645074,0,2.91947
val,60,2,19,0,0.231426,0.0778711,0.0711739,0.0740959,0,0.0934225,0.135257,2.91947
val,60,2,20,0,0.23118,0.0779325,0.0712093,0.0741694,0,0,0,2.91947
val,60,2,21,0,0.231267,0.0782523,0.0713976,0.0740322,0,0.0173822,0.04151,2.91947
val,61,2,18,0,0.231229,0.0778402,0.0712089,0.0742148,0,0,0,2.3405
val,61,2,19,0,0.231428,0.0778712,0.0711734,0.0740959,0,0.00485568,0.0125941,2.3405
val,61,2,20,0,0.23118,0.0779324,0.0712072,0.0741694,0,0,0,2.3405
val,61,2,21,0,0.231267,0.0782532,0.0713976,0.0740322,0,0,0,2.3405
val,62,2,18,0,0.231229,0.0778403,0.0712108,0.0742148,0,0.05152,0,2.3405
val,62,2,19,0.0142202,0.231426,0.0778711,0.0711739,0.0740959,0,0.138492,0,2.3405
val,62,2,20,0,0.23118,0.0779325,0.0712093,0.0741694,0,0.0435102,0,2.3405
val,62,2,21,0,0.231267,0.0782523,0.0713976,0.0740322,0,0.0624515,0,2.3405
val,63,2,18,0,0.231601,0.0785912,0.0723874,0.0740234,0,0.0389064,0.0339846,2.43093
val,63,2,19,0.0421506,0.232168,0.0790358,0.0732053,0.0739444,0,0.125878,0.117691,2.43093
val,63,2,20,0,0.231823,0.0789355,0.0728234,0.0739719,0,0.0308965,0.0348973,2.43093
val,63,2,21,0.0109906,0.231402,0.0782658,0.0714408,0.0740322,0,0.0883791,0.0711262,2.43093
test_id,4,0,18,0,0.231294,0.0778848,0.0712596,0.0741648,0,0.0795757,0,1.24736
test_id,4,0,19,0.408461,0.232116,0.0792098,0.0732138,0.0739031,0,0.211132,0.144486,1.24736
test_id,4,0,20,0,0.231274,0.0778857,0.071252,0.0742177,0,0.0920827,0,1.24736
test_id,4,0,21,0,0.232002,0.0793281,0.0730837,0.07393,0,0.144776,0.0473544,1.24736
test_id,5,0,18,0,0.231206,0.0778993,0.0712724,0.0741648,0,0,0,1.18816
test_id,5,0,19,0,0.231507,0.0778849,0.0712022,0.0740756,0,0,0.0460606,1.18816
test_id,5,0,20,0,0.231239,0.0779058,0.0712767,0.0742177,0,0,0,1.18816
test_id,5,0,21,0,0.231194,0.0779895,0.0712574,0.074156,0,0,0,1.18816
test_id,6,0,18,0,0.231267,0.0778797,0.0712551,0.0741648,0,0,0,3.1566
test_id,6,0,19,0,0.231548,0.0778567,0.0711843,0.0740756,0,0,0.00590075,3.1566
test_id,6,0,20,0,0.231279,0.0778828,0.0712649,0.0742177,0,0,0,3.1566
test_id,6,0,21,0,0.232081,0.0796299,0.0734385,0.0740268,0,0,0.0171125,3.1566
test_id,7,0,18,0,0.231206,0.0778993,0.0712724,0.0741648,0,0,0,0
test_id,7,0,19,0,0.231507,0.0778849,0.0712022,0.0740756,0,0,0.000448995,0
test_id,7,0,20,0,0.231239,0.0779059,0.0712767,0.0742177,0,0,0.000243979,0
test_id,7,0,21,0,0.231194,0.0779895,0.0712574,0.074156,0,0,0.000245592,0
test_id,34,1,18,0,0.231537,0.0780107,0.0712898,0.0740197,0,0.0650106,0,2.94794
test_id,34,1,19,0,0.231582,0.0780467,0.0713296,0.074006,0,0.0581377,0.0111062,2.94794
test_id,34,1,20,0.000224485,0.231647,0.078069,0.0713272,0.0740001,0,0.0483241,0.0644146,2.94794
test_id,34,1,21,0,0.231225,0.0778749,0.0712153,0.0742057,0,0.00273689,0,2.94794
test_id,35,1,18,0,0.231671,0.0780032,0.0713178,0.0740197,0,0.0989958,0.00292753,2.94977
test_id,35,1,19,0.364376,0.232008,0.0799036,0.0734319,0.0739989,0,0.100439,0.0146314,2.94977
test_id,35,1,20,0,0.232026,0.0781218,0.0714523,0.0740001,0,0.0823093,0.00293477,2.94977
test_id,35,1,21,0,0.23127,0.0778512,0.0712132,0.0742057,0,0.0367221,0,2.94977
test_id,36,1,18,0.083581,0.232661,0.079601,0.0740099,0.07387,0,0.146771,0.281318,2.20631
test_id,36,1,19,0.167077,0.232745,0.0796652,0.0740947,0.0738623,0,0.139898,0.282115,2.20631
test_id,36,1,20,0.0607213,0.231796,0.0780789,0.0713486,0.0740001,0,0.186411,0.1819,2.20631
test_id,36,1,21,0,0.231703,0.0788602,0.0727341,0.0739916,0,0.084497,0.179935,2.20631
test_id,37,1,18,0,0.231536,0.0780101,0.0712899,0.0740197,0,0.0772556,0.00245368,2.28934
test_id,37,1,19,0,0.231581,0.0780459,0.0713296,0.074006,0,0.0703826,0.0024507,2.28934
test_id,37,1,20,0,0.231647,0.0780683,0.0713271,0.0740001,0,0.060569,0.00243769,2.28934
test_id,37,1,21,0,0.231225,0.0778747,0.0712157,0.0742057,0,0.0149818,0,2.28934
test_id,64,2,18,0,0.231229,0.0778403,0.0712108,0.0742148,0,0,0,2.90316
test_id,64,2,19,0,0.231426,0.0778711,0.0711739,0.0740959,0,0,0.112515,2.90316
test_id,64,2,20,0,0.23118,0.0779325,0.0712093,0.0741694,0,0,0,2.90316
test_id,64,2,21,0,0.231267,0.0782523,0.0713976,0.0740322,0,0,0.033895,2.90316
test_id,65,2,18,0,0.231229,0.0778403,0.0712108,0.0742148,0,0,0,2.21738
test_id,65,2,19,0,0.231426,0.0778711,0.0711739,0.0740959,0,0.00440428,0,2.21738
test_id,65,2,20,0,0.23118,0.0779325,0.0712093,0.0741694,0,0,0,2.21738
test_id,65,2,21,0,0.231267,0.0782523,0.0713976,0.0740322,0,0,0.00573745,2.21738
test_id,66,2,18,0,0.23123,0.07784,0.0712106,0.0742148,0,0,0,2.92155
test_id,66,2,19,0,0.231426,0.0778711,0.0711742,0.0740959,0,0,0.0138592,2.92155
test_id,66,2,20,0,0.23118,0.0779322,0.0712092,0.0741694,0,0,0,2.92155
test_id,66,2,21,0,0.231267,0.0782523,0.0713977,0.0740322,0,0,0,2.92155
test_id,67,2,18,0.0932255,0.231256,0.0778405,0.071233,0.0742148,0,0.00289386,0.00883315,5.79325
test_id,67,2,19,0.0369983,0.231465,0.0778842,0.0712216,0.0740959,0,0.0898656,0.00937626,5.79325
test_id,67,2,20,0.0460553,0.231204,0.0779221,0.0712314,0.0741694,0,0,0.00871936,5.79325
test_id,67,2,21,0.280335,0.231353,0.0782293,0.071443,0.0740322,0,0.0138253,0.00898864,5.79325
shift_topo,90,3,18,0,0.231741,0.0788149,0.0725779,0.0739942,0,0.134815,0.0288111,2.20935
shift_topo,90,3,19,0.487564,0.232018,0.0788639,0.0728285,0.07395,0,0.201045,0.28021,2.20935
shift_topo,90,3,20,0.21492,0.231501,0.0778534,0.0711937,0.0741093,0,0.193706,0.0743626,2.20935
shift_topo,90,3,21,0,0.231881,0.0790039,0.0727916,0.0739623,0,0.12027,0.159962,2.20935
shift_topo,91,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0.0380916,0,5.11074
shift_topo,91,3,19,0.168973,0.231429,0.077843,0.0711235,0.0740975,0,0.104322,0,5.11074
shift_topo,91,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.115235,0,5.11074
shift_topo,91,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0.0235472,0,5.11074
shift_topo,92,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0.0386895,0,4.92238
shift_topo,92,3,19,0,0.231429,0.077843,0.0711235,0.0740975,0,0.10492,0.0323919,4.92238
shift_topo,92,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.115833,0.032237,4.92238
shift_topo,92,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0.0241451,0,4.92238
shift_topo,93,3,18,0,0.231197,0.0779109,0.0712219,0.0741922,0,0.0563808,0.00953238,4.53339
shift_topo,93,3,19,0.0157712,0.231428,0.0778424,0.0711239,0.0740975,0,0.122612,0.0295585,4.53339
shift_topo,93,3,20,0,0.231352,0.0778912,0.0712235,0.0741093,0,0.133524,0.028915,4.53339
shift_topo,93,3,21,0,0.231204,0.0779573,0.0712069,0.0741597,0,0.0418364,0.00985566,4.53339
shift_topo,94,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0,0,0
shift_topo,94,3,19,0,0.231429,0.077843,0.0711235,0.0740975,0,0.053325,0,0
shift_topo,94,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.0642373,0,0
shift_topo,94,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0,0,0
shift_topo,95,3,18,0,0.231797,0.0789195,0.0725891,0.0739788,0,0.221534,0.135695,2.20935
shift_topo,95,3,19,0.424313,0.231949,0.0789,0.0727874,0.0739359,0,0.287764,0.32409,2.20935
shift_topo,95,3,20,0.342905,0.231512,0.0778383,0.0711833,0.0741093,0,0.219754,0.0767374,2.20935
shift_topo,95,3,21,0,0.231917,0.0791168,0.0727974,0.0739427,0,0.206989,0.138369,2.20935
shift_topo,96,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0,0,2.81122
shift_topo,96,3,19,0,0.231429,0.077843,0.0711235,0.0740975,0,0.0318685,0,2.81122
shift_topo,96,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.0427808,0,2.81122
shift_topo,96,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0,0,2.81122
shift_topo,97,3,18,0,0.231839,0.0788771,0.0728052,0.0739862,0,0,0.0496213,2.20935
shift_topo,97,3,19,0.0256585,0.23223,0.0789676,0.0731805,0.0739399,0,0.0347526,0.163048,2.20935
shift_topo,97,3,20,0,0.231461,0.0778721,0.0712116,0.0741093,0,0.128792,0.0452383,2.20935
shift_topo,97,3,21,0,0.232019,0.0790798,0.073071,0.0739564,0,0,0.0592585,2.20935
shift_topo,98,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0.0795699,0,2.81122
shift_topo,98,3,19,0,0.231429,0.077843,0.0711235,0.0740975,0,0.145801,0,2.81122
shift_topo,98,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.156713,0,2.81122
shift_topo,98,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0.0650255,0,2.81122
shift_topo,99,3,18,0,0.231197,0.0779116,0.071221,0.0741922,0,0,0,2.56139
shift_topo,99,3,19,0,0.231429,0.077843,0.0711235,0.0740975,0,0.0319336,0,2.56139
shift_topo,99,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.0428459,0,2.56139
shift_topo,99,3,21,0,0.231205,0.0779582,0.0712063,0.0741597,0,0,0,2.56139
shift_topo,120,4,18,0.0166289,0.231464,0.0779104,0.0712165,0.0740568,0,0,0.0283348,4.91757
shift_topo,120,4,19,0,0.231553,0.0780683,0.0713735,0.0740018,0,0,0.0290649,4.91757
shift_topo,120,4,20,0,0.231245,0.0780826,0.071373,0.0741006,0,0,0.00945622,4.91757
shift_topo,120,4,21,0,0.231242,0.077953,0.0712391,0.0741456,0,0,0.0293953,4.91757
shift_topo,121,4,18,0.199595,0.232632,0.0794675,0.0739293,0.0739059,0,0.0659138,0.113942,4.77276
shift_topo,121,4,19,0,0.231885,0.0781265,0.0714536,0.0740018,0,0.105379,0.0664401,4.77276
shift_topo,121,4,20,0,0.231375,0.0781088,0.0713828,0.0741006,0,0.0397049,0.011803,4.77276
shift_topo,121,4,21,0.00210816,0.231322,0.077963,0.071225,0.0741456,0,0.0695967,0.0464908,4.77276
shift_topo,122,4,18,0.176717,0.231918,0.0797811,0.0732292,0.0740244,0,0.142874,0.0155076,4.10772
shift_topo,122,4,19,0,0.231783,0.0780855,0.0714324,0.0740018,0,0.128267,0,4.10772
shift_topo,122,4,20,0,0.231342,0.0780842,0.0713921,0.0741006,0,0.0625929,0,4.10772
shift_topo,122,4,21,0,0.231316,0.0779522,0.0712376,0.0741456,0,0.0924847,0,4.10772
shift_topo,123,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0.0771922,0,2.12658
shift_topo,123,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0.0471368,0,2.12658
shift_topo,123,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,2.12658
shift_topo,123,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0.0113544,0,2.12658
shift_topo,124,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0,0.0423461,4.83764
shift_topo,124,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0,0.0440374,4.83764
shift_topo,124,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,4.83764
shift_topo,124,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0,0.0436759,4.83764
shift_topo,125,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0,0.0124947,4.83764
shift_topo,125,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0,0.0434149,4.83764
shift_topo,125,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,4.83764
shift_topo,125,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0,0.0441087,4.83764
shift_topo,126,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0,0,5.10207
shift_topo,126,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0,0.0121487,5.10207
shift_topo,126,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,5.10207
shift_topo,126,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0,0.012545,5.10207
shift_topo,127,4,18,0.414609,0.231999,0.0796591,0.0734046,0.0740099,0,0.107556,0.014768,4.10772
shift_topo,127,4,19,0,0.231803,0.0780921,0.0714414,0.0740018,0,0.0868519,0,4.10772
shift_topo,127,4,20,0,0.231353,0.0780883,0.0713964,0.0741006,0,0.0211777,0,4.10772
shift_topo,127,4,21,0,0.231322,0.0779541,0.0712414,0.0741456,0,0.0510695,0,4.10772
shift_topo,128,4,18,0.3442,0.232512,0.0794878,0.0737781,0.0739037,0,0.172707,0.0911874,4.77276
shift_topo,128,4,19,0,0.231965,0.0781263,0.0714709,0.0740018,0,0.136304,0.105193,4.77276
shift_topo,128,4,20,0,0.231405,0.0781011,0.0713814,0.0741006,0,0.0706295,0.0116681,4.77276
shift_topo,128,4,21,0.124399,0.231352,0.0779512,0.0712178,0.0741456,0,0.100521,0.0466724,4.77276
shift_topo,129,4,18,0,0.231464,0.0779118,0.0712163,0.0740568,0,0.0674173,0,2.12658
shift_topo,129,4,19,0,0.231555,0.0780708,0.0713744,0.0740018,0,0.0373619,0,2.12658
shift_topo,129,4,20,0,0.231246,0.078085,0.071373,0.0741006,0,0,0,2.12658
shift_topo,129,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0.00157955,0,2.12658
shift_size,150,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,2.04523
shift_size,150,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,2.04523
shift_size,150,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,2.04523
shift_size,150,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,2.04523
shift_size,150,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0.00544865,0,2.04523
shift_size,150,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,2.04523
shift_size,150,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0,0,2.04523
shift_size,150,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0,0,2.04523
shift_size,151,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,2.26935
shift_size,151,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,2.26935
shift_size,151,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,2.26935
shift_size,151,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,2.26935
shift_size,151,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0,0,2.26935
shift_size,151,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,2.26935
shift_size,151,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0,0.0125979,2.26935
shift_size,151,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0,0,2.26935
shift_size,152,5,36,0,0.231201,0.0778766,0.0713138,0.0741615,0,0,0,2.48412
shift_size,152,5,37,0,0.232002,0.0793978,0.0735302,0.073926,0,0,0,2.48412
shift_size,152,5,38,0,0.231228,0.0778796,0.0712765,0.0742256,0,0,0,2.48412
shift_size,152,5,39,0,0.232021,0.0791346,0.0732965,0.0739823,0,0,0,2.48412
shift_size,152,5,40,0,0.232029,0.0790878,0.0732917,0.0739649,0,0,0,2.48412
shift_size,152,5,41,0,0.231399,0.0779238,0.0712969,0.0741376,0,0,0,2.48412
shift_size,152,5,42,0.0558229,0.232154,0.0791187,0.0733631,0.0739277,0,0,0.0926276,2.48412
shift_size,152,5,43,0,0.231986,0.0790736,0.0732507,0.0740044,0,0,0,2.48412
shift_size,153,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,0
shift_size,153,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,0
shift_size,153,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,0
shift_size,153,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,0
shift_size,153,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0,0,0
shift_size,153,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,0
shift_size,153,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0,0,0
shift_size,153,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0,0,0
shift_size,154,5,36,0,0.232113,0.0792693,0.0730397,0.0739646,0,0.203455,0,0
shift_size,154,5,37,0,0.231296,0.0779441,0.0713393,0.0741329,0,0.0541288,0,0
shift_size,154,5,38,0,0.231857,0.0789188,0.0725209,0.0740225,0,0.187636,0.053184,0
shift_size,154,5,39,0,0.231341,0.077742,0.0711847,0.074199,0,0.0906556,0,0
shift_size,154,5,40,0,0.231381,0.0777529,0.0712242,0.07417,0,0.135371,0,0
shift_size,154,5,41,0,0.232252,0.0794135,0.0731176,0.0739427,0,0.200008,0.0527987,0
shift_size,154,5,42,0.375304,0.231389,0.0777835,0.0711726,0.0741134,0,0.120211,0.0443022,0
shift_size,154,5,43,0,0.231326,0.0777396,0.0712271,0.0742191,0,0.111851,0,0
shift_size,155,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,5.6881
shift_size,155,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,5.6881
shift_size,155,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,5.6881
shift_size,155,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,5.6881
shift_size,155,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0,0,5.6881
shift_size,155,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,5.6881
shift_size,155,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0,0,5.6881
shift_size,155,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0,0,5.6881
shift_size,156,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,5.18534
shift_size,156,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,5.18534
shift_size,156,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,5.18534
shift_size,156,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,5.18534
shift_size,156,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0,0.0194805,5.18534
shift_size,156,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,5.18534
shift_size,156,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0,0.0296928,5.18534
shift_size,156,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0,0,5.18534
shift_size,157,5,36,0,0.231314,0.0779268,0.0714158,0.0741615,0,0,0,3.03104
shift_size,157,5,37,0,0.231231,0.0779414,0.0713347,0.0741329,0,0,0,3.03104
shift_size,157,5,38,0,0.231236,0.0778963,0.0713092,0.0742256,0,0,0,0
shift_size,157,5,39,0,0.231876,0.0792629,0.0730237,0.0740691,0,0,0.0101464,3.03104
shift_size,157,5,40,0,0.23135,0.0777625,0.0712355,0.07417,0,0,0,3.03104
shift_size,157,5,41,0,0.231513,0.0779582,0.0713734,0.0741376,0,0,0,3.03104
shift_size,157,5,42,0,0.231373,0.0777957,0.0711961,0.0741134,0,0,0,0
shift_size,157,5,43,0,0.23131,0.0777442,0.0712261,0.0742191,0,0,0,3.03104
shift_size,158,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,1.77628
shift_size,158,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,1.77628
shift_size,158,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,1.77628
shift_size,158,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,1.77628
shift_size,158,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0.0314562,0,1.77628
shift_size,158,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,1.77628
shift_size,158,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0.0162965,0,1.77628
shift_size,158,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0.00793649,0,1.77628
shift_size,159,5,36,0,0.231196,0.0778808,0.0713289,0.0741615,0,0,0,2.48412
shift_size,159,5,37,0,0.23118,0.0779312,0.0713129,0.0741329,0,0,0,2.48412
shift_size,159,5,38,0,0.231237,0.0778965,0.0713097,0.0742256,0,0,0,2.48412
shift_size,159,5,39,0,0.231293,0.0777377,0.0711821,0.074199,0,0,0,2.48412
shift_size,159,5,40,0,0.231332,0.0777595,0.0712277,0.07417,0,0,0,2.48412
shift_size,159,5,41,0,0.231329,0.0779208,0.0712894,0.0741376,0,0,0,2.48412
shift_size,159,5,42,0,0.231373,0.0777957,0.0711963,0.0741134,0,0,0.0440088,2.48412
shift_size,159,5,43,0,0.2313,0.0777377,0.0712175,0.0742191,0,0,0,2.48412
shift_type,100,3,18,0,0.231611,0.0788031,0.0723317,0.0740696,0,0,0,3.69552
shift_type,100,3,19,0.00121572,0.231429,0.077843,0.0711234,0.0740975,0,0,0,0
shift_type,100,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0,0,0
shift_type,100,3,21,0,0.231205,0.0779581,0.0712061,0.0741597,0,0,0,0
shift_type,101,3,18,0,0.231197,0.0779115,0.071221,0.0741922,0,0,0,0
shift_type,101,3,19,0.161797,0.231429,0.0778429,0.0711235,0.0740975,0,0.0369591,0,0
shift_type,101,3,20,0.500045,0.23203,0.0792519,0.071977,0.0740444,0,0.253768,0,3.6876
shift_type,101,3,21,0,0.231205,0.0779582,0.0712062,0.0741597,0,0,0,0
shift_type,102,3,18,0,0.231197,0.0779114,0.0712206,0.0741922,0,0,0,0
shift_type,102,3,19,0.175515,0.231865,0.078935,0.0719268,0.0740321,0,0.189021,0,3.65202
shift_type,102,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0.0342444,0,0
shift_type,102,3,21,0,0.231205,0.077958,0.0712059,0.0741597,0,0,0,0
shift_type,103,3,18,0,0.231198,0.0779121,0.0712211,0.0741922,0,0,0,0
shift_type,103,3,19,0,0.231429,0.0778432,0.0711236,0.0740975,0,0,0,0
shift_type,103,3,20,0.0127386,0.231647,0.0785937,0.0721011,0.0740251,0,0.0153049,0,3.6876
shift_type,103,3,21,0,0.231205,0.0779587,0.0712063,0.0741597,0,0,0,0
shift_type,104,3,18,0,0.231197,0.0779114,0.0712211,0.0741922,0,0,0,0
shift_type,104,3,19,0.104248,0.231429,0.0778428,0.0711235,0.0740975,0,0,0,0
shift_type,104,3,20,0.64989,0.231907,0.0791075,0.0721959,0.07403,0,0.134898,0,3.6876
shift_type,104,3,21,0,0.231205,0.077958,0.0712063,0.0741597,0,0,0,0
shift_type,105,3,18,0,0.231197,0.0779114,0.0712205,0.0741922,0,0.0239604,0,0
shift_type,105,3,19,0,0.231429,0.0778429,0.0711234,0.0740975,0,0.0901911,0,0
shift_type,105,3,20,0.0575176,0.231353,0.0778917,0.0712231,0.0741093,0,0.101103,0,0
shift_type,105,3,21,0,0.231747,0.0789431,0.0718743,0.0740744,0,0.176926,0,3.66084
shift_type,106,3,18,0,0.231198,0.0779113,0.0712203,0.0741922,0,0,0,0
shift_type,106,3,19,0,0.231429,0.0778429,0.0711233,0.0740975,0,0.0599032,0,0
shift_type,106,3,20,0,0.231353,0.0778916,0.071223,0.0741093,0,0.0708155,0,0
shift_type,106,3,21,0,0.231701,0.0789901,0.0720752,0.074042,0,0.14565,0.0375578,3.66084
shift_type,107,3,18,0,0.231197,0.0779119,0.0712212,0.0741922,0,0,0,0
shift_type,107,3,19,0,0.231429,0.0778432,0.0711236,0.0740975,0,0,0,0
shift_type,107,3,20,0,0.231425,0.078254,0.0718061,0.0740584,0,0,0,3.6876
shift_type,107,3,21,0,0.231205,0.0779585,0.0712064,0.0741597,0,0,0,0
shift_type,108,3,18,0,0.231197,0.0779115,0.0712204,0.0741922,0,0,0,0
shift_type,108,3,19,0.139869,0.231742,0.0788491,0.0721723,0.0740012,0,0.129923,0.139882,3.65202
shift_type,108,3,20,0,0.231353,0.0778917,0.0712231,0.0741093,0,0,0,0
shift_type,108,3,21,0,0.231205,0.0779582,0.0712058,0.0741597,0,0,0,0
shift_type,109,3,18,0,0.231198,0.0779113,0.0712203,0.0741922,0,0.0268452,0,0
shift_type,109,3,19,0.0125507,0.231429,0.0778429,0.0711233,0.0740975,0,0.0930759,0,0
shift_type,109,3,20,0,0.231353,0.0778916,0.071223,0.0741093,0,0.103988,0,0
shift_type,109,3,21,0,0.231706,0.0789317,0.0719112,0.0740507,0,0.203885,0,3.66084
shift_type,130,4,18,0.00148509,0.231464,0.0779118,0.0712162,0.0740568,0,0.0520843,0,0
shift_type,130,4,19,0.294441,0.231777,0.0788292,0.072237,0.0739387,0,0.141266,0,3.68428
shift_type,130,4,20,0,0.231246,0.0780851,0.071373,0.0741006,0,0,0,0
shift_type,130,4,21,0,0.231242,0.0779542,0.0712389,0.0741456,0,0,0,0
shift_type,131,4,18,0.0274214,0.231464,0.0779118,0.0712163,0.0740568,0,0.0185007,0,0
shift_type,131,4,19,0,0.231555,0.0780707,0.0713743,0.0740018,0,0,0,0
